ms_drg,pa_drg,nprm_drg,mdc,type,msdrg_title,weights,los_geo,los_mean
413,No,No,07,SURG,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,1.5096,1.5096,2.5
414,Yes,No,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,3.5252,3.5252,7.6
415,Yes,No,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,1.9758,1.9758,4.7
416,Yes,No,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,1.3392,1.3392,2.8
417,No,No,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,2.3178,2.3178,4.9
418,No,No,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,1.6347,1.6347,3.4
419,No,No,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,1.3132,1.3132,2.3
420,No,No,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,3.2008,3.2008,7.1
421,No,No,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,1.7096,1.7096,3.7
422,No,No,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,1.4110,1.4110,2.4
423,No,No,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,3.9109,3.9109,8.0
424,No,No,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,2.0873,2.1317,4.5
425,No,No,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,1.6019,1.6019,2.4
432,No,No,07,MED,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,1.9160,1.9160,4.9
433,No,No,07,MED,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,1.0310,1.0310,3.3
434,No,No,07,MED,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,0.6695,0.6695,2.3
435,No,No,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,1.7599,1.7599,4.8
436,No,No,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,1.1007,1.1007,3.4
437,No,No,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,0.8311,0.8311,2.4
438,No,No,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,1.6688,1.6688,4.7
439,No,No,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,0.8552,0.8552,3.1
440,No,No,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,0.6156,0.6156,2.4
441,Yes,No,07,MED,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",1.8282,1.8282,4.8
442,Yes,No,07,MED,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",0.9515,0.9515,3.2
443,Yes,No,07,MED,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",0.7147,0.7147,2.5
444,No,No,07,MED,DISORDERS OF THE BILIARY TRACT WITH MCC,1.6332,1.6332,4.4
445,No,No,07,MED,DISORDERS OF THE BILIARY TRACT WITH CC,1.0868,1.0868,3.1
446,No,No,07,MED,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,0.8015,0.8015,2.2
453,No,No,08,SURG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,8.8614,8.8614,7.3
454,No,No,08,SURG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,6.1163,6.1163,3.7
455,No,No,08,SURG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,4.6056,4.6056,2.3
456,No,No,08,SURG,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC",8.4294,8.4294,10.6
457,No,No,08,SURG,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC",6.0753,6.0753,5.3
458,No,No,08,SURG,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITHOUT CC/MCC",4.5310,4.5310,3.0
459,Yes,No,08,SURG,SPINAL FUSION EXCEPT CERVICAL WITH MCC,6.6323,6.6323,7.6
460,Yes,No,08,SURG,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,3.6579,3.6579,2.8
461,No,No,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,6.8185,6.8185,7.4
462,No,No,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,2.8463,2.8463,2.3
463,Yes,No,08,SURG,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH MCC,5.6637,5.6637,11.1
464,Yes,No,08,SURG,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH CC,3.0014,3.0014,5.6
465,Yes,No,08,SURG,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,1.8708,1.8708,2.4
466,Yes,No,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,5.1866,5.1866,7.2
467,Yes,No,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,3.4863,3.4863,3.2
468,Yes,No,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,2.6696,2.6696,1.6
469,Yes,No,08,SURG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,3.3298,3.3298,3.5
470,Yes,No,08,SURG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,1.8817,1.8817,1.7
471,No,No,08,SURG,CERVICAL SPINAL FUSION WITH MCC,4.9190,4.9190,7.1
472,No,No,08,SURG,CERVICAL SPINAL FUSION WITH CC,2.9554,2.9554,2.6
473,No,No,08,SURG,CERVICAL SPINAL FUSION WITHOUT CC/MCC,2.4606,2.4606,1.7
474,Yes,No,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,4.3028,4.3028,10.1
475,Yes,No,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,2.1447,2.1447,5.9
476,Yes,No,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,1.1769,1.1769,2.7
477,Yes,Yes,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,3.3690,3.3690,8.8
478,Yes,Yes,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,2.3837,2.3837,5.4
479,Yes,Yes,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,1.8640,1.8640,3.3
480,Yes,Yes,08,SURG,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,2.9489,2.9489,6.5
481,Yes,Yes,08,SURG,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,2.0749,2.0749,4.5
482,Yes,Yes,08,SURG,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,1.5884,1.5884,3.2
483,No,No,08,SURG,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,2.4842,2.4842,1.7
485,No,No,08,SURG,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,3.2940,3.2940,8.3
486,No,No,08,SURG,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,2.0083,2.0083,5.0
487,No,No,08,SURG,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,1.5449,1.5449,3.5
488,Yes,No,08,SURG,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,2.1066,2.1066,3.1
489,Yes,No,08,SURG,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,1.2377,1.2377,1.5
492,Yes,Yes,08,SURG,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",3.4621,3.4621,6.7
493,Yes,Yes,08,SURG,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",2.4017,2.4017,4.2
494,Yes,Yes,08,SURG,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",1.8692,1.8692,2.8
495,Yes,Yes,08,SURG,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,3.5812,3.5812,7.7
496,Yes,Yes,08,SURG,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,1.9875,1.9875,3.4
497,Yes,Yes,08,SURG,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,1.4274,1.4274,1.8
498,No,No,08,SURG,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,2.6110,2.6110,5.9
499,No,No,08,SURG,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,1.2898,1.2898,1.9
500,Yes,Yes,08,SURG,SOFT TISSUE PROCEDURES WITH MCC,3.2428,3.2428,7.8
501,Yes,Yes,08,SURG,SOFT TISSUE PROCEDURES WITH CC,1.7357,1.7357,4.1
502,Yes,Yes,08,SURG,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,1.3827,1.3827,2.3
503,No,No,08,SURG,FOOT PROCEDURES WITH MCC,2.6819,2.6819,7.3
504,No,No,08,SURG,FOOT PROCEDURES WITH CC,1.7271,1.7271,4.5
505,No,No,08,SURG,FOOT PROCEDURES WITHOUT CC/MCC,1.7057,1.7057,2.6
506,No,No,08,SURG,MAJOR THUMB OR JOINT PROCEDURES,1.4626,1.4626,4.0
507,No,No,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,2.1317,2.1317,5.5
508,No,No,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,1.4340,1.4340,2.3
509,No,No,08,SURG,ARTHROSCOPY,1.3262,1.3661,3.3
510,Yes,No,08,SURG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",2.7206,2.7206,5.0
511,Yes,No,08,SURG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",1.9938,1.9938,3.4
512,Yes,No,08,SURG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",1.6138,1.6138,2.2
513,No,No,08,SURG,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",1.6210,1.6210,3.9
514,No,No,08,SURG,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",1.0415,1.0415,2.2
515,Yes,Yes,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,3.1615,3.1615,7.0
516,Yes,Yes,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,2.0408,2.0408,3.9
517,Yes,Yes,08,SURG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,1.4944,1.4944,2.3
518,Yes,Yes,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,3.6518,3.6518,5.5
519,Yes,Yes,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,1.9686,1.9686,3.2
520,Yes,Yes,08,SURG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,1.4315,1.4315,2.0
521,Yes,Yes,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,2.9942,2.9942,6.4
522,Yes,Yes,08,SURG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,2.1122,2.1122,4.1
533,Yes,No,08,MED,FRACTURES OF FEMUR WITH MCC,1.6314,1.6314,4.6
534,Yes,No,08,MED,FRACTURES OF FEMUR WITHOUT MCC,0.8100,0.8100,2.8
535,Yes,No,08,MED,FRACTURES OF HIP AND PELVIS WITH MCC,1.2967,1.2967,3.9
536,Yes,No,08,MED,FRACTURES OF HIP AND PELVIS WITHOUT MCC,0.7871,0.7871,2.8
537,No,No,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",0.9670,0.9670,3.1
538,No,No,08,MED,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",0.7091,0.7091,2.2
539,Yes,No,08,MED,OSTEOMYELITIS WITH MCC,1.9844,1.9844,6.4
540,Yes,No,08,MED,OSTEOMYELITIS WITH CC,1.2982,1.2982,4.4
541,Yes,No,08,MED,OSTEOMYELITIS WITHOUT CC/MCC,0.8579,0.8579,3.0
542,Yes,No,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,1.8237,1.8237,5.2
543,Yes,No,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1.0907,1.0907,3.5
544,Yes,No,08,MED,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,0.7675,0.7675,2.6
545,Yes,No,08,MED,CONNECTIVE TISSUE DISORDERS WITH MCC,2.4932,2.4932,5.8
546,Yes,No,08,MED,CONNECTIVE TISSUE DISORDERS WITH CC,1.1993,1.1993,3.5
547,Yes,No,08,MED,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,0.8134,0.8233,2.4
548,No,No,08,MED,SEPTIC ARTHRITIS WITH MCC,1.9498,1.9498,6.1
549,No,No,08,MED,SEPTIC ARTHRITIS WITH CC,1.2062,1.2062,4.1
550,No,No,08,MED,SEPTIC ARTHRITIS WITHOUT CC/MCC,0.9208,0.9435,3.1
551,Yes,No,08,MED,MEDICAL BACK PROBLEMS WITH MCC,1.7019,1.7019,4.6
552,Yes,No,08,MED,MEDICAL BACK PROBLEMS WITHOUT MCC,0.9663,0.9663,2.9
553,No,No,08,MED,BONE DISEASES AND ARTHROPATHIES WITH MCC,1.3515,1.3515,4.2
554,No,No,08,MED,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,0.8218,0.8218,2.8
555,No,No,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,1.3990,1.3990,3.9
556,No,No,08,MED,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,0.8244,0.8244,2.6
557,Yes,No,08,MED,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",1.5568,1.5568,5.1
558,Yes,No,08,MED,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",0.8784,0.8784,3.1
559,Yes,No,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",1.8505,1.8505,5.1
560,Yes,No,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",1.1321,1.1321,3.9
561,Yes,No,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",0.7802,0.7802,2.7
562,Yes,No,08,MED,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",1.5207,1.5207,4.3
563,Yes,No,08,MED,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",0.8956,0.8956,2.8
564,No,No,08,MED,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,1.5619,1.5619,5.0
565,No,No,08,MED,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,0.9994,0.9994,3.3
566,No,No,08,MED,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,0.7505,0.7505,2.4
570,Yes,No,09,SURG,SKIN DEBRIDEMENT WITH MCC,2.9222,2.9222,7.9
571,Yes,No,09,SURG,SKIN DEBRIDEMENT WITH CC,1.6919,1.6919,5.1
572,Yes,No,09,SURG,SKIN DEBRIDEMENT WITHOUT CC/MCC,1.1396,1.1396,3.0
573,Yes,No,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,6.2181,6.2181,12.2
574,Yes,No,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,3.4058,3.4058,8.0
575,Yes,No,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,2.0460,2.0460,4.4
576,No,No,09,SURG,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,5.6831,5.6831,9.3
577,No,No,09,SURG,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,2.6491,2.6491,4.6
578,No,No,09,SURG,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,1.6105,1.6105,2.6
579,Yes,No,09,SURG,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",3.3422,3.3422,8.0
580,Yes,No,09,SURG,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",1.7466,1.7466,4.1
581,Yes,No,09,SURG,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",1.3467,1.3467,2.1
582,No,No,09,SURG,MASTECTOMY FOR MALIGNANCY WITH CC/MCC,1.6671,1.7413,2.4
583,No,No,09,SURG,MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,1.5219,1.5219,1.7
584,No,No,09,SURG,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",1.9586,1.9586,3.5
585,No,No,09,SURG,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",1.6840,1.6840,2.1
592,Yes,No,09,MED,SKIN ULCERS WITH MCC,2.0901,2.0901,5.9
593,Yes,No,09,MED,SKIN ULCERS WITH CC,1.2099,1.2099,4.3
594,Yes,No,09,MED,SKIN ULCERS WITHOUT CC/MCC,0.7874,0.7874,3.1
595,No,No,09,MED,MAJOR SKIN DISORDERS WITH MCC,2.1750,2.1750,5.7
596,No,No,09,MED,MAJOR SKIN DISORDERS WITHOUT MCC,1.0090,1.0090,3.5
597,No,No,09,MED,MALIGNANT BREAST DISORDERS WITH MCC,1.6005,1.6005,4.7
598,No,No,09,MED,MALIGNANT BREAST DISORDERS WITH CC,1.1988,1.1988,3.4
599,No,No,09,MED,MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,0.6214,0.6728,1.9
600,No,No,09,MED,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,1.0255,1.0255,3.4
601,No,No,09,MED,NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,0.6226,0.6335,2.5
602,Yes,No,09,MED,CELLULITIS WITH MCC,1.4875,1.4875,4.8
603,Yes,No,09,MED,CELLULITIS WITHOUT MCC,0.8847,0.8847,3.2
604,No,No,09,MED,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",1.5062,1.5062,3.9
605,No,No,09,MED,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",0.9088,0.9088,2.6
606,No,No,09,MED,MINOR SKIN DISORDERS WITH MCC,1.5858,1.5858,4.7
607,No,No,09,MED,MINOR SKIN DISORDERS WITHOUT MCC,0.8935,0.8935,3.0
614,No,No,10,SURG,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,2.2524,2.2524,2.8
615,No,No,10,SURG,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,1.4711,1.4711,1.6
616,Yes,No,10,SURG,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",3.9577,3.9577,10.1
617,Yes,No,10,SURG,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",1.9845,1.9845,5.8
618,Yes,No,10,SURG,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",1.1615,1.1615,3.4
619,No,No,10,SURG,O.R. PROCEDURES FOR OBESITY WITH MCC,2.5885,2.6025,2.6
620,No,No,10,SURG,O.R. PROCEDURES FOR OBESITY WITH CC,1.6222,1.6222,1.6
621,No,No,10,SURG,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,1.5173,1.5173,1.3
622,Yes,No,10,SURG,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",3.8256,3.8256,9.3
623,Yes,No,10,SURG,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",1.8614,1.8614,5.4
624,Yes,No,10,SURG,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC",1.1145,1.1145,2.9
625,No,No,10,SURG,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",2.9212,2.9212,5.1
626,No,No,10,SURG,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",1.4919,1.4919,2.0
627,No,No,10,SURG,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",1.2360,1.2360,1.3
628,Yes,No,10,SURG,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",4.0145,4.0145,8.4
629,Yes,No,10,SURG,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",2.2628,2.2628,6.2
630,Yes,No,10,SURG,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",1.3963,1.3963,2.1
637,Yes,No,10,MED,DIABETES WITH MCC,1.4493,1.4493,4.1
638,Yes,No,10,MED,DIABETES WITH CC,0.8994,0.8994,3.0
639,Yes,No,10,MED,DIABETES WITHOUT CC/MCC,0.6225,0.6225,2.1
640,Yes,No,10,MED,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",1.3152,1.3152,3.6
641,Yes,No,10,MED,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",0.7814,0.7814,2.6
642,No,No,10,MED,INBORN AND OTHER DISORDERS OF METABOLISM,1.3033,1.3033,3.4
643,Yes,No,10,MED,ENDOCRINE DISORDERS WITH MCC,1.6451,1.6451,5.1
644,Yes,No,10,MED,ENDOCRINE DISORDERS WITH CC,1.0617,1.0617,3.6
645,Yes,No,10,MED,ENDOCRINE DISORDERS WITHOUT CC/MCC,0.7609,0.7609,2.7
650,No,No,11,SURG,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,4.4975,4.4975,6.4
651,No,No,11,SURG,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,3.4584,3.4584,5.4
652,No,No,11,SURG,KIDNEY TRANSPLANT,3.0044,3.0044,4.4
653,Yes,No,11,SURG,MAJOR BLADDER PROCEDURES WITH MCC,5.4136,5.4136,10.1
654,Yes,No,11,SURG,MAJOR BLADDER PROCEDURES WITH CC,2.7375,2.7375,5.3
655,Yes,No,11,SURG,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,2.1078,2.1078,3.3
656,No,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,3.1376,3.1376,5.2
657,No,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,1.8442,1.8442,2.8
658,No,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,1.4804,1.4804,1.7
659,Yes,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,2.5889,2.5889,5.9
660,Yes,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,1.3459,1.3459,2.9
661,Yes,No,11,SURG,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,1.0484,1.0484,1.8
662,No,No,11,SURG,MINOR BLADDER PROCEDURES WITH MCC,2.9967,2.9967,7.1
663,No,No,11,SURG,MINOR BLADDER PROCEDURES WITH CC,1.4590,1.4590,3.5
664,No,No,11,SURG,MINOR BLADDER PROCEDURES WITHOUT CC/MCC,1.0616,1.0616,1.8
665,No,No,11,SURG,PROSTATECTOMY WITH MCC,3.0891,3.0891,7.9
666,No,No,11,SURG,PROSTATECTOMY WITH CC,1.7174,1.7174,3.8
667,No,No,11,SURG,PROSTATECTOMY WITHOUT CC/MCC,1.0496,1.0496,2.0
668,No,No,11,SURG,TRANSURETHRAL PROCEDURES WITH MCC,2.8180,2.8180,7.2
669,No,No,11,SURG,TRANSURETHRAL PROCEDURES WITH CC,1.5346,1.5346,3.8
