ms_drg,pa_drg,nprm_drg,mdc,type,msdrg_title,weights,los_geo,los_mean
970,No,No,25,SURG,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,2.4044,2.7796,5.8
974,No,No,25,MED,HIV WITH MAJOR RELATED CONDITION WITH MCC,2.9165,2.9165,7.0
975,No,No,25,MED,HIV WITH MAJOR RELATED CONDITION WITH CC,1.3633,1.3633,4.1
976,No,No,25,MED,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,0.8453,0.8453,2.8
977,No,No,25,MED,HIV WITH OR WITHOUT OTHER RELATED CONDITION,1.4161,1.4161,3.9
981,Yes,No, ,SURG,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,4.7404,4.7404,9.0
982,Yes,No, ,SURG,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,2.4860,2.486,4.3
983,Yes,No, ,SURG,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1.6352,1.6352,1.9
987,Yes,Yes, ,SURG,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,3.3767,3.3767,8.2
988,Yes,Yes, ,SURG,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,1.6970,1.697,4.3
989,Yes,Yes, ,SURG,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1.0803,1.0803,2.3
998,No,No, ,**,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,.,.,
999,No,No, ,**,UNGROUPABLE,.,.,
